 written on 19Feb2016 at 17:31:12 
           8
          93
    4    6    2    2    2    1    2    2    1    1    2    6    2    2    2
    6    2    2    4    1    1    1    4    1    1    1    1    2    1    1
    1    2    2    1    1    2    4    2    1    2    1    1    1    1    2
    1    1    1    2    1    1    1    1    2    1    2    4    2    1    1
    2    2    1    1    1    2    1    1    1    1    4    1    1    1    4
    2    2    6    2    2    2    6    2    1    1    2    2    1    2    2
    2    6    4
   -3    1    1    1    1    0.064956    0.000019
   -3    1    1    2    1   -0.012062    0.000013
   -3    1    1    3    1   -0.012070   -0.000024
   -3    1    1    4    1   -0.012063   -0.000006
   -3    1    1    5    1    0.032984   -0.000012
   -3    1    1    6    1    0.009059    0.000003
   -3    1    1    7    1    0.009069    0.000010
   -3    1    1    8    1    0.009058    0.000002
   -3    1    1    1    2   -0.012067    0.000010
   -3    1    1    2    2    0.064955   -0.000001
   -3    1    1    3    2   -0.012062    0.000001
   -3    1    1    4    2   -0.012065   -0.000001
   -3    1    1    5    2    0.009058   -0.000000
   -3    1    1    6    2   -0.025543   -0.000009
   -3    1    1    7    2   -0.015877    0.000007
   -3    1    1    8    2   -0.015872   -0.000007
   -3    1    1    1    3   -0.012062   -0.000024
   -3    1    1    2    3   -0.012064   -0.000004
   -3    1    1    3    3    0.064957    0.000002
   -3    1    1    4    3   -0.012065    0.000023
   -3    1    1    5    3    0.009061    0.000017
   -3    1    1    6    3   -0.015871    0.000006
   -3    1    1    7    3   -0.025542   -0.000014
   -3    1    1    8    3   -0.015878   -0.000013
   -3    1    1    1    4   -0.012062   -0.000013
   -3    1    1    2    4   -0.012065   -0.000013
   -3    1    1    3    4   -0.012062    0.000023
   -3    1    1    4    4    0.064954   -0.000007
   -3    1    1    5    4    0.009058   -0.000003
   -3    1    1    6    4   -0.015878   -0.000005
   -3    1    1    7    4   -0.015871   -0.000013
   -3    1    1    8    4   -0.025541    0.000017
   -3    1    1    1    5   -0.042257   -0.000052
   -3    1    1    2    5    0.009494    0.000004
   -3    1    1    3    5    0.009502    0.000017
   -3    1    1    4    5    0.009495    0.000014
   -3    1    1    5    5    0.064956    0.000019
   -3    1    1    6    5   -0.012067    0.000012
   -3    1    1    7    5   -0.012062   -0.000030
   -3    1    1    8    5   -0.012066   -0.000010
   -3    1    1    1    6    0.009489    0.000003
   -3    1    1    2    6    0.019081    0.000001
   -3    1    1    3    6   -0.022230   -0.000005
   -3    1    1    4    6   -0.022227    0.000011
   -3    1    1    5    6   -0.012059    0.000016
   -3    1    1    6    6    0.064952   -0.000002
   -3    1    1    7    6   -0.012070   -0.000003
   -3    1    1    8    6   -0.012062   -0.000017
   -3    1    1    1    7    0.009496    0.000023
   -3    1    1    2    7   -0.022226   -0.000010
   -3    1    1    3    7    0.019076    0.000006
   -3    1    1    4    7   -0.022234   -0.000016
   -3    1    1    5    7   -0.012067   -0.000033
   -3    1    1    6    7   -0.012058    0.000003
   -3    1    1    7    7    0.064956    0.000004
   -3    1    1    8    7   -0.012065    0.000028
   -3    1    1    1    8    0.009494    0.000010
   -3    1    1    2    8   -0.022231    0.000013
   -3    1    1    3    8   -0.022230   -0.000011
   -3    1    1    4    8    0.019083   -0.000003
   -3    1    1    5    8   -0.012064    0.000001
   -3    1    1    6    8   -0.012066   -0.000005
   -3    1    1    7    8   -0.012063    0.000022
   -3    1    1    8    8    0.064956   -0.000008
   -2   -2    2    1    1    0.004483    0.000000
   -2   -2    2    2    1   -0.003719    0.000004
   -2   -2    2    3    1   -0.003718   -0.000001
   -2   -2    2    4    1   -0.003719   -0.000007
   -2   -2    2    5    1   -0.016626   -0.000009
   -2   -2    2    6    1    0.005517    0.000008
   -2   -2    2    7    1    0.005516   -0.000006
   -2   -2    2    8    1    0.005519    0.000007
   -2   -2    2    1    2   -0.003719   -0.000004
   -2   -2    2    2    2    0.004482    0.000000
   -2   -2    2    3    2   -0.003717    0.000001
   -2   -2    2    4    2   -0.003717    0.000004
   -2   -2    2    5    2    0.005519    0.000008
   -2   -2    2    6    2    0.001096    0.000003
   -2   -2    2    7    2   -0.000092    0.000002
   -2   -2    2    8    2   -0.000093   -0.000010
   -2   -2    2    1    3   -0.003718    0.000001
   -2   -2    2    2    3   -0.003717   -0.000001
   -2   -2    2    3    3    0.004482    0.000000
   -2   -2    2    4    3   -0.003718   -0.000000
   -2   -2    2    5    3    0.005515   -0.000008
   -2   -2    2    6    3   -0.000092    0.000002
   -2   -2    2    7    3    0.001097    0.000001
   -2   -2    2    8    3   -0.000092    0.000005
   -2   -2    2    1    4   -0.003719    0.000007
   -2   -2    2    2    4   -0.003717   -0.000004
   -2   -2    2    3    4   -0.003718    0.000000
   -2   -2    2    4    4    0.004483   -0.000000
   -2   -2    2    5    4    0.005519    0.000008
   -2   -2    2    6    4   -0.000093   -0.000010
   -2   -2    2    7    4   -0.000093    0.000004
   -2   -2    2    8    4    0.001096    0.000000
   -2   -2    2    1    5   -0.016626    0.000009
   -2   -2    2    2    5    0.005519   -0.000008
   -2   -2    2    3    5    0.005515    0.000008
   -2   -2    2    4    5    0.005519   -0.000008
   -2   -2    2    5    5    0.004484   -0.000000
   -2   -2    2    6    5   -0.003717   -0.000003
   -2   -2    2    7    5   -0.003719   -0.000000
   -2   -2    2    8    5   -0.003718    0.000008
   -2   -2    2    1    6    0.005517   -0.000008
   -2   -2    2    2    6    0.001096   -0.000003
   -2   -2    2    3    6   -0.000092   -0.000002
   -2   -2    2    4    6   -0.000093    0.000010
   -2   -2    2    5    6   -0.003717    0.000003
   -2   -2    2    6    6    0.004482   -0.000000
   -2   -2    2    7    6   -0.003717    0.000000
   -2   -2    2    8    6   -0.003719   -0.000005
   -2   -2    2    1    7    0.005516    0.000006
   -2   -2    2    2    7   -0.000092   -0.000002
   -2   -2    2    3    7    0.001097   -0.000001
   -2   -2    2    4    7   -0.000093   -0.000004
   -2   -2    2    5    7   -0.003719    0.000000
   -2   -2    2    6    7   -0.003717   -0.000000
   -2   -2    2    7    7    0.004481   -0.000000
   -2   -2    2    8    7   -0.003717   -0.000000
   -2   -2    2    1    8    0.005519   -0.000007
